,time,survival,lower,upper,Name
69,127.0,0.06685604357729426,0.029921868559110183,0.1249270464406914,M Azharuddin
70,142.0,0.05849903813013248,0.024325082994297947,0.11458190595968933,M Azharuddin
71,153.0,0.0501420326829707,0.018986371254172827,0.10401751711054152,M Azharuddin
72,164.0,0.0501420326829707,0.016180962461327126,0.10401751711054152,M Azharuddin
73,180.0,0.037606524512228026,0.00914977741483548,0.0904935390473588,M Azharuddin
74,183.0,0.025071016341485352,0.003618994556940721,0.0758301848972931,M Azharuddin
75,193.0,0.012535508170742676,0.000406786361651683,0.05954029603878186,M Azharuddin
76,200.0,0.0,0.0,0.04024773153455933,M Azharuddin
0,0.0,1.0,0.9763308516274573,1.0,HH Gibbs
1,1.0,0.9285714285714286,0.8757178764636873,0.9638057286640296,HH Gibbs
2,2.0,0.908953722334004,0.8519016994667898,0.9493288490578126,HH Gibbs
3,3.0,0.8631790744466801,0.7984473251896181,0.9132742128999044,HH Gibbs
4,4.0,0.8566398390342053,0.7909930155952177,0.9079308752354872,HH Gibbs
5,5.0,0.8174044265593562,0.7469926571728085,0.8751127718665813,HH Gibbs
6,6.0,0.8043259557344065,0.732566217948095,0.8639237219569086,HH Gibbs
7,7.0,0.7977867203219315,0.7253226909535732,0.8582881309688448,HH Gibbs
8,8.0,0.7780068842808919,0.70374547204181,0.8411143133326666,HH Gibbs
9,9.0,0.7582270482398523,0.6822339912574691,0.8237231674235335,HH Gibbs
10,10.0,0.7112572310922508,0.6321298365515968,0.7817872076595009,HH Gibbs
11,11.0,0.6978372833357932,0.6179976274782462,0.7696219306805901,HH Gibbs
12,12.0,0.6911273094575644,0.6109598876371395,0.7635108812260832,HH Gibbs
13,13.0,0.6777073617011068,0.596939365476919,0.7512337419751295,HH Gibbs
14,14.0,0.6709973878228779,0.5899559412939119,0.7450682984712818,HH Gibbs
15,15.0,0.6575774400664204,0.5760413121232584,0.7326851304420433,HH Gibbs
16,16.0,0.6508674661881916,0.5691095801570827,0.7264679381000341,HH Gibbs
17,17.0,0.6307375445535053,0.548413897351184,0.7077167783407392,HH Gibbs
18,18.0,0.610607622918819,0.527863247120236,0.6888205432564112,HH Gibbs
19,19.0,0.5837677274059039,0.5006802215099422,0.6634078007285982,HH Gibbs
20,20.0,0.5636378057712176,0.4804518001987418,0.6441895711493844,HH Gibbs
21,21.0,0.5569278318929888,0.4737387080091454,0.6377538316834541,HH Gibbs
22,22.0,0.5367979102583025,0.4536875106910993,0.6183587415111933,HH Gibbs
23,24.0,0.5300879363800737,0.4470329423088064,0.6118646293699606,HH Gibbs
24,25.0,0.5233779625018449,0.4403928790626482,0.6053560597135074,HH Gibbs
25,26.0,0.5032480408671586,0.42045758720939225,0.5857439457848852,HH Gibbs
26,27.0,0.49644739166625107,0.4137742783976822,0.5791041796876248,HH Gibbs
27,28.0,0.4760454440635284,0.3938157448200611,0.5590945739215512,HH Gibbs
28,29.0,0.4692447948626209,0.3871933838748613,0.5523945878713552,HH Gibbs
29,30.0,0.4624441456617134,0.3805862965517095,0.545679514369663,HH Gibbs
30,32.0,0.4488428472598983,0.3674180818879906,0.5322039760428638,HH Gibbs
31,33.0,0.4420421980589907,0.3608570468803939,0.5254434249370616,HH Gibbs
32,34.0,0.4284408996571756,0.3477814221343551,0.5118764763769453,HH Gibbs
33,35.0,0.3944376536526378,0.3153672334246305,0.4776879454214267,HH Gibbs
34,36.0,0.3876370044517303,0.3089323784490661,0.4708029392706682,HH Gibbs
35,37.0,0.3808363552508227,0.30251382676766553,0.4639018736242066,HH Gibbs
36,38.0,0.3740357060499152,0.29611173445824546,0.4569846005009491,HH Gibbs
37,40.0,0.3672350568490076,0.28972627030655634,0.4500509598548237,HH Gibbs
38,41.0,0.3536337584471925,0.2770059687189517,0.4361338721911153,HH Gibbs
39,42.0,0.34683310924628497,0.27067153795035714,0.4291500396181617,HH Gibbs
40,43.0,0.3400324600453774,0.2643545501650745,0.4221490670356722,HH Gibbs
41,46.0,0.33323181084446984,0.2580552477312998,0.4151307247942081,HH Gibbs
42,47.0,0.3264311616435623,0.2517738902533877,0.4080947670020068,HH Gibbs
43,48.0,0.2992285648399321,0.22683376700783264,0.37976923731258216,HH Gibbs
44,49.0,0.2924279156390245,0.22064671134605585,0.3726408717689881,HH Gibbs
45,50.0,0.2720259680363019,0.20220682930564107,0.35113721590739355,HH Gibbs
46,52.0,0.2516240204335793,0.18395860478305665,0.32944655944678425,HH Gibbs
47,54.0,0.2448233712326717,0.17792094057158225,0.3221724484389336,HH Gibbs
48,55.0,0.23122207283085666,0.16591698138798827,0.30755487123890923,HH Gibbs
49,60.0,0.2244214236299491,0.15995210961326098,0.3002100747426293,HH Gibbs
50,61.0,0.2176207744290416,0.1540130204391514,0.2928402990016489,HH Gibbs
51,62.0,0.21082012522813398,0.14810057741987573,0.2854447401417707,HH Gibbs
52,64.0,0.1972188268263189,0.13635945688497786,0.27057271911805425,HH Gibbs
53,68.0,0.19041817762541136,0.13053290556133018,0.26309428764595155,HH Gibbs
