,time,survival,lower,upper
291,299,0.0035467533761347,0.00236935886801765,0.00487339953878467
292,300,0.00342445153557833,0.00236935886801765,0.00473881789809439
293,302,0.00342445153557833,0.0022545205088607,0.00473881789809439
294,303,0.00329761999722358,0.0022545205088607,0.00459985044269069
295,304,0.00329761999722358,0.0021404691486954803,0.00459985044269069
296,305,0.00316571519733464,0.0021404691486954803,0.00445601391925051
297,309,0.00316571519733464,0.00202723839923935,0.00445601391925051
298,310,0.0030338103974456897,0.00202130849853418,0.0043113887299171105
299,311,0.0030338103974456897,0.00189633575843183,0.0043113887299171105
300,312,0.00289590992483453,0.00189633575843183,0.00416106412981258
301,313,0.00289590992483453,0.0017726331127318,0.00416106412981258
302,314,0.0027511144285928,0.0017726331127318,0.0040042638435003105
303,317,0.0027511144285928,0.00165026447801873,0.0040042638435003105
304,318,0.00260631893235107,0.00165026447801873,0.0038461896022629204
305,319,0.00260631893235107,0.00140983614135141,0.0038461896022629204
306,320,0.00231672793986762,0.00140983614135141,0.00352595018274009
307,329,0.00231672793986762,0.00128224080505469,0.00352595018274009
308,330,0.00217193244362589,0.00128224080505469,0.0033636233079670603
309,333,0.00217193244362589,0.00103379989585948,0.0033636233079670603
310,334,0.0018616563802507698,0.000899556152207299,0.00301762876279957
311,335,0.0017065183485632,0.00088254112637099,0.00284114403678672
312,336,0.0017065183485632,0.000861116564671317,0.00284114403678672
313,337,0.0017065183485632,0.0006967895351245349,0.00284114403678672
314,338,0.0014932035549928,0.0006967895351245349,0.00262375142719759
315,340,0.0014932035549928,0.00054173877159333,0.00262375142719759
316,341,0.0012798887614224,0.00054173877159333,0.00239789997560013
317,364,0.0012798887614224,0.000397376491507749,0.00239789997560013
318,365,0.001066573967852,0.000360738412264429,0.00216261200606228
319,366,0.001066573967852,0.000360738412264429,0.00216261200606228
320,374,0.001066573967852,0.000204685639810223,0.00216261200606228
321,375,0.000799930475889001,8.1701751181944e-05,0.0018867985836120002
322,376,0.000533286983926001,8.1701751181944e-05,0.0015849093007716099
323,380,0.000533286983926001,9.4867502530459e-06,0.0015849093007716099
324,381,0.000266643491963,9.4867502530459e-06,0.00124686481008701
325,400,0.000266643491963,0.0,0.00124686481008701
326,401,0.000266643491963,0.0,0.00124686481008701
